unique_id,osmid,element_type,ele,name,tourism,name:en,created_by,stars,wikidata,toilets:wheelchair,website,wheelchair,addr:city,addr:street,internet_access,internet_access:fee,rooms,smoking,name:zh,opening_hours,email,contact:phone,contact:website,addr:country,phone,operator,name:ja,shop,amenity,building,designation,addr:postcode,addr:state,barrier,hotel,addr:housenumber,source,stairs,contact:email,cuisine,name:es,name:fr,description,historic,name:ru,payment:cash,payment:credit_cards,payment:debit_cards,name:nl,toilet:seated,brand,number,contact:facebook,delivery,name:it,name:hi,addr:place,nodes,fax,name:ne,area,amenity_1,building:adjacency,building:gable_wall,building:levels,building:overhang,building:soft_storey,building:structure,building:use,floor:material:type,roof:material:type,shape:elevation,shape:plan,building:age,building:condition,building:geological_site,building:lateral:material,building:lateral:system,building:levels:underground,capacity:persons,roof:material,roof:shape,fixme,contact:fax,internet_access:ssid,landuse,beds,capacity,level,addr:tole,addr:ward,name:kn,name:ur,start_date,brand:wikidata,brand:wikipedia,building:part,note,addr:district,addr:province,ways,type,name:de,timestamp,completeness_score
node/2121857936,2121857936,node,,Madhuban Guest House,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09T15:52:25Z,1.0
node/2127144884,2127144884,node,,Hotel River Holiday Inn,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25T07:53:16Z,1.0
node/2127175017,2127175017,node,,international  guest house,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-05T13:36:54Z,1.0
node/2127195666,2127195666,node,,Tukuche Thakali Resturent,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25T09:09:16Z,1.0
node/2127290161,2127290161,node,,Hotel Metropolitant Kantipur,hotel,,,,,,http://kantipurhotel.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-10T06:52:42Z,1.0
node/2169569599,2169569599,node,,Elbrus Home,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-14T17:13:28Z,1.0
node/2177271253,2177271253,node,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-27T15:20:10Z,1.0
node/2194049163,2194049163,node,,Mirabel Deluxe Blocks,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-10T10:56:50Z,1.0
node/2194053126,2194053126,node,,"mirabel resort, dhulikhel",hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-10T10:55:51Z,1.0
node/2194114008,2194114008,node,,rajendra,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rajendra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-27T03:51:29Z,1.0
node/2214457998,2214457998,node,,Cosy Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-22T09:58:58Z,1.0
node/2409513260,2409513260,node,,Hotel Holy Himalaya,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-21T17:42:58Z,1.0
node/2447943865,2447943865,node,,Friends Home,hotel,,,,,,http://www.friendshomehotel.com/,,Kathmandu,Thamel,,,,,,,,,,,"+977-014-152065 ,014-152066 Mob:+977-9801082937(Rajendra) ,9841265824(Pramod)",,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:54Z,1.0
node/2526448315,2526448315,node,,Du Nepal Inn and Lounge,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:37Z,1.0
node/2589430938,2589430938,node,,Red Inn,hotel,Red Planet,,,,,http://hotelredplanet.com,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-11T08:13:26Z,1.0
node/2684761893,2684761893,node,,Saligram Apartment Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-08T08:49:02Z,1.0
node/2684779410,2684779410,node,,Lumbini Tanduri Bhojanalaya,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T07:22:54Z,1.0
node/2684811467,2684811467,node,,hotel clarion,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-20T23:37:26Z,1.0
node/2684818420,2684818420,node,,the red roster party venue,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T09:14:11Z,1.0
node/2727074624,2727074624,node,,Kathmandu View Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-19T15:22:56Z,1.0
node/2756069250,2756069250,node,,Hotel Pyramid,hotel,Hotel Pyramid,,,,,,,,J.P. Road,,,,,凤凰宾馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-19T20:55:58Z,1.0
node/2756093514,2756093514,node,,Hotel Tashi Dhelek,hotel,Hotel Tashi Dhelek,,,,,,,,,,,,,龙游花园青年旅馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-19T20:55:58Z,1.0
node/2805435451,2805435451,node,,hotel phenix,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-21T07:15:43Z,1.0
node/2805515738,2805515738,node,,Hotel Lily,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-21T07:58:46Z,1.0
node/2805530719,2805530719,node,,Puskar Hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-04T07:47:16Z,1.0
node/2805530765,2805530765,node,,,hotel,Hotel Tashi Dhelek,,,,,,,,,,,,,龙游花园青年旅馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-19T09:04:02Z,1.0
node/2950192591,2950192591,node,,hotel harati,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-06T05:51:22Z,1.0
node/3043772869,3043772869,node,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T21:02:33Z,1.0
node/3060871360,3060871360,node,,KTM Holiday,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-05T13:36:51Z,1.0
node/3074563860,3074563860,node,,new purbanchal hotel and guest house,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T07:45:07Z,1.0
node/3094285290,3094285290,node,,Thamel Base Camp,hotel,,,,,,www.nepaltravelsandtrekking.com,,Kathmandu,Kirja Galli,,,,,,,,,,,9841440291,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-27T14:02:04Z,1.0
node/3176866862,3176866862,node,,Hotel Maharaja,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-23T10:08:34Z,1.0
node/3176866896,3176866896,node,,OYO 105 Hotel Travel Inn,hotel,,,,,,,,Kathmandu,,,,,,,,,,,,01-4217474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-05T08:55:04Z,1.0
node/3199936048,3199936048,node,,Mustang Holiday Inn,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:55Z,1.0
node/3306529198,3306529198,node,,Hotel Woodland Kathmandu,hotel,,,,,,http://www.hotelwoodlandktm.com,,,,,,,,,24/7,,,,,+97714220540,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-03T22:22:16Z,1.0
node/3323568646,3323568646,node,,Taj Mahal,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-31T15:50:06Z,1.0
node/3347470481,3347470481,node,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-13T08:41:42Z,1.0
node/3365537201,3365537201,node,,Bliss,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-22T10:45:37Z,1.0
node/3365537203,3365537203,node,,Kantipur Temple House,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:55Z,1.0
node/3365537205,3365537205,node,,Mums Home,hotel,,,,,,,,,,,,,,,,,014228373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:55Z,1.0
node/3458928858,3458928858,node,,Buddha,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16T07:48:46Z,1.0
node/3476380383,3476380383,node,,Hotel Mountain,hotel,,,,,,http://www.hotelmountain.com.np/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T13:06:09Z,1.0
node/3476380390,3476380390,node,,Yellow Pagoda,hotel,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:50:31Z,1.0
node/3476434358,3476434358,node,,Ashoka,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-14T10:30:29Z,1.0
node/3476434363,3476434363,node,,Koohinoor Inn,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h-kohinoor@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T13:45:04Z,1.0
node/3477018009,3477018009,node,,Backpackers,hotel,,,,,,,,,,,,,,,,,977-1-4225319,,,,,,,,,,,,,,,,,hotelbackpacker@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:25Z,1.0
node/3477018010,3477018010,node,,Buddha Land,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:53Z,1.0
node/3477018014,3477018014,node,,Golden Gate,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:25Z,1.0
node/3477018017,3477018017,node,,Kathmandu Home,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:58Z,1.0
node/3477018022,3477018022,node,,Namaste,hotel,,,,,,,,,,,,,,,,,+977 01 4222253,www.hotelnamastenepal.com,,,,,,,,,,,,,,,,info@hotelnamastenepal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:53Z,1.0
node/3477018025,3477018025,node,,,hotel,,,6,,,,,,,wlan,yes,,,,,,4152083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-22T06:55:49Z,1.0
node/3477018026,3477018026,node,,Peak Point,hotel,,,,,,,,,,,,,,,,,,www.peakpointhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:54Z,1.0
node/3478158719,3478158719,node,,Hotel Pacific,hotel,,,,,,http://www.hotelpacific.com.np/,,,,,,,,,,,4255153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26T07:40:49Z,1.0
node/3478158720,3478158720,node,,Kailash Parbat,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26T07:40:49Z,1.0
node/3478158721,3478158721,node,,Nepa,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-16T14:03:36Z,1.0
node/3479503200,3479503200,node,,Dream Way,hotel,,,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26T18:25:54Z,1.0
node/3482195812,3482195812,node,,Buddha Garden,hotel,,,,,,,,,,,,,,,,,,http://www.buddhagarden.com.np/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3482195822,3482195822,node,,Jiu Ding Yuan,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3483068290,3483068290,node,,Nirvana Garden Hotel,hotel,,,,,,,,Kathmandu,J.P. Road,,,,,,,,,,,,Mr. Chhunta Tuladhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12T19:55:28Z,1.0
node/3488413722,3488413722,node,,Kathmandu Beijing Hotel,hotel,,,,,,,,,,,,,,,,,01-4201368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-16T14:03:36Z,1.0
node/3506712472,3506712472,node,,Jagat,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506712474,3506712474,node,,Kailash,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506712487,3506712487,node,,Shan Dong,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506878011,3506878011,node,,Fuji Hotel,hotel,,,,,,https://www.fujihotel.com.np/,no,,Jyatha Street,wlan,,,,,,,,,,+977 4250 435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27T21:26:07Z,1.0
node/3506878014,3506878014,node,,Hotel Holy Himalaya,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878022,3506878022,node,,Sacred Valley Inn,hotel,,,,,,http://www.sacredvalleyinn.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-12T20:28:47Z,1.0
node/3633716909,3633716909,node,,Hotel Potala,hotel,,,,,,,,,,,,,,,,hotelpotala@gmail.com,,,,+977 1-4700680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-10T05:38:45Z,1.0
node/3722266436,3722266436,node,,3 rooms by Pauline,hotel,,,3,,,https://3roomsbypauline.com/,no,Kathmandu,Tanka Prasad Ghumti Sadak,yes,,4,separated,,,contact@3roomsbypauline.com,,,,,The Paulines,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-11T16:42:17Z,1.0
node/3751762355,3751762355,node,,Gaju Suite Hotel Pvt. Ltd.,hotel,,,,,,,,Kathmandu,Bhagwati Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-21T02:47:02Z,1.0
node/3877763446,3877763446,node,,Baudha Chorten,hotel,,,,,,,,,,,,,,,,,,,,4916440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-04T12:36:16Z,1.0
node/3877763447,3877763447,node,,Padma,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12T00:33:55Z,1.0
node/3877763909,3877763909,node,,Mandala,hotel,,,,,,,,,,,,,,,,,,,,4474597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-05T09:36:34Z,1.0
node/3880466657,3880466657,node,,Tibet Peace Inn,hotel,,,,,,https://www.tibetpeaceinn.com/,no,Kathmandu,Pakjanol,,,,no,,,,,,NP,+977 1 4380653,,,,,,,44600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27T21:26:27Z,1.0
node/3908957580,3908957580,node,,SBimochan,hotel,,,,,,,,Kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-28T09:13:26Z,1.0
node/4094978728,4094978728,node,,Solukhumbu Nachiring hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-03T07:59:46Z,1.0
node/4094978731,4094978731,node,,Solukhumbu sherpa hotel,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-03T07:59:46Z,1.0
node/4140692817,4140692817,node,,Hotel Yala Peak,hotel,,,,,,,,,Thahity;Jyatha Marga,wlan,,,,,Mo-Su 07:30-22:00,,,,,,,,,,,,,,,,,,,,indian;asian;regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-09T05:29:02Z,1.0
node/4143214489,4143214489,node,,Subham Banquet,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-10T05:37:48Z,1.0
node/4149385697,4149385697,node,,Zen Bed & Breakfast,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-26T14:14:24Z,1.0
node/4157093692,4157093692,node,,Mirage Inn,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-22T05:19:29Z,1.0
node/4198118789,4198118789,node,,Nepalaya,hotel,roof top terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-12T11:08:18Z,1.0
node/4207486915,4207486915,node,,Hote Pacific,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-25T17:16:30Z,1.0
node/4219635398,4219635398,node,,Hotel Mystic Mountain,hotel,Hotel Mystic Mountain Nagarkot,,,,,https://www.hotelmysticmountain.com/,,,Naldum Rohini Sadak,wlan,,,,,24/7,info@hotelmysticmountain.com,,,,+977016200646,Bal K. Dhoju,,,,,,+977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-20T20:15:58Z,1.0
node/4219848990,4219848990,node,,Hotel Mystic Mountain,hotel,Hotel Mystic Mountain Nagarkot,,,,,https://www.hotelmysticmountain.com/,,,Kuntabesi-Nayagaun-Nagarkot Road,wlan,,,,,24/7,info@hotelmysticmountain.com,,,,,Bal K. Dhoju,,,,,,+977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-20T20:16:01Z,1.0
node/4254080891,4254080891,node,,Hotel Lemon Tree,hotel,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-20T09:53:50Z,1.0
node/4258251292,4258251292,node,,Kathmandu CityHill,hotel,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-22T08:49:14Z,1.0
