unique_id,osmid,element_type,amenity,name,shop,email,internet_access,opening_hours,phone,toilets:wheelchair,wheelchair,cuisine,wifi,alt_name,website,name:ne,source,name:en,internet_access:fee,operator,smoking,addr:street,toilets,addr:housename,designation,addr:tole,operator:type,outdoor_seating,level,name:kr,addr:city,addr:housenumber,contact:email,contact:phone,contact:phone2,diet:vegetarian,drink,addr:postcode,description,historic,diet:vegan,name:fr,internet_access:ssid,building,takeaway,name:uk,name:hi,name:ja,name:ru,name:de,name:es,name:it,name:nl,nodes,FIXME,building:adjacency,building:gable_wall,building:levels,building:overhang,building:ownership,building:soft_storey,building:structure,building:use,floor:material:type,roof:material:type,shape:elevation,shape:plan,area,height,building_count,isced:level,personnel:count,student:count,tourism,addr:ward,addr:place,delivery,infrastructure/facility,municipality,ward,start_date,name:bo,timestamp,completeness_score
node/2077238426,2077238426,node,cafe,Oasis Cafe,,,,,"014384282, 014388682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:41:52Z,1.0
node/2079502752,2079502752,node,cafe,Green Belt Momo centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:42:40Z,1.0
node/2082921627,2082921627,node,cafe,Shisha Cafe and Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-22T08:20:28Z,1.0
node/2082988632,2082988632,node,cafe,A to Z Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:54Z,1.0
node/2083721972,2083721972,node,cafe,Everest Tea House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2083743586,2083743586,node,cafe,The Bajra Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-26T20:11:17Z,1.0
node/2084372327,2084372327,node,cafe,Sarita Bakery & Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-09T07:46:28Z,1.0
node/2088458832,2088458832,node,cafe,Radhe radhe Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13T10:57:34Z,1.0
node/2090601780,2090601780,node,cafe,Barista Lavazza,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-04T16:14:27Z,1.0
node/2090623548,2090623548,node,cafe,Durbar Cafe and Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T07:03:17Z,1.0
node/2090626818,2090626818,node,cafe,Falcha cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:08Z,1.0
node/2090732553,2090732553,node,cafe,Peace Corner Food Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T10:23:26Z,1.0
node/2090735351,2090735351,node,cafe,Anu Bakery and Coffee shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T10:27:11Z,1.0
node/2090735354,2090735354,node,cafe,BNR Coffee Shop and Cold Store,,,,,,,,,,,,,,B & R Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-26T03:43:49Z,1.0
node/2091833637,2091833637,node,cafe,Sushant Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-02T06:21:57Z,1.0
node/2097704747,2097704747,node,cafe,Coffee Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-10T10:48:51Z,1.0
node/2110391641,2110391641,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-13T09:52:12Z,1.0
node/2111924049,2111924049,node,cafe,Bajra Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T04:19:13Z,1.0
node/2117332527,2117332527,node,cafe,Top Of The World Coffee,,info@topoftheworldcoffee.com,wlan,,5013583,,,coffee_shop,free,,http://www.topoftheworldcoffee.com,,local_knowledge,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:37:36Z,1.0
node/2122394955,2122394955,node,cafe,Peace Zone Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T04:19:13Z,1.0
node/2133391518,2133391518,node,cafe,Cafe nec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-29T08:06:59Z,1.0
node/2144299583,2144299583,node,cafe,Tukche Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2152934763,2152934763,node,cafe,Coffee shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-13T08:33:14Z,1.0
node/2164025605,2164025605,node,cafe,College Cafe,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2164964250,2164964250,node,cafe,ASSA Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-21T07:16:23Z,1.0
node/2166417287,2166417287,node,cafe,The Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2166592516,2166592516,node,cafe,The Coffee Shop,,,,,,,,,,,,,,,,,,,,,,,,,,명동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-18T10:11:18Z,1.0
node/2166593496,2166593496,node,cafe,Magic Beans,,,,Mo-Fr 10:00-19:00; Su 10:00-11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-03T22:17:49Z,1.0
node/2166597514,2166597514,node,cafe,Himalayan Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-22T08:21:07Z,1.0
node/2166606917,2166606917,node,cafe,Snowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-22T08:24:27Z,1.0
node/2174589424,2174589424,node,cafe,Lumbini Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30T04:36:25Z,1.0
node/2212506691,2212506691,node,cafe,Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-21T06:23:54Z,1.0
node/2214458044,2214458044,node,cafe,Suraj Coffee Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-22T09:58:59Z,1.0
node/2236942184,2236942184,node,cafe,Meet Point Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30T04:36:26Z,1.0
node/2297964825,2297964825,node,cafe,Roadhouse Cafe,,,,,,,,,,,,,,Brownie and pizza place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-28T14:49:45Z,1.0
node/2297964894,2297964894,node,cafe,,,,,,,,,,,,,,,,,Hotel Tibet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-10T08:25:06Z,1.0
node/2323975731,2323975731,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-29T07:00:09Z,1.0
node/2399994644,2399994644,node,cafe,Olive and Basil cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2427551477,2427551477,node,cafe,Buzz Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2478806784,2478806784,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-01T10:28:32Z,1.0
node/2520619641,2520619641,node,cafe,Cafe Soma,,,,,,,,burger,free,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-12T08:18:14Z,1.0
node/2521950150,2521950150,node,cafe,Roadhouse Cafe,,,,,+97715521755,,,pizza,,Roadhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2543546393,2543546393,node,cafe,भाउजूको भट्टी,,,3G,,,,,tea;local,,,,,,,,,,,,Pulchowk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-18T05:28:55Z,1.0
node/2584735236,2584735236,node,cafe,AITM Tea Shop,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-23T04:12:11Z,1.0
node/2584769267,2584769267,node,cafe,Unity Food Cafe,,,,,01-5546651,,,Taas_and_Sekuwa,,,,,,,,,,,,Satdobato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31T05:38:24Z,1.0
node/2638075950,2638075950,node,cafe,Lila Cold Store,,,no,06:00-19:00,,,,coffee_shop,,,www.facebook.com/LilaColdStore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-30T07:06:03Z,1.0
node/2684630120,2684630120,node,cafe,hangout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-04T06:21:37Z,1.0
node/2684686175,2684686175,node,cafe,Burger King,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-23T02:06:00Z,1.0
node/2684756028,2684756028,node,cafe,Goel Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-30T07:45:03Z,1.0
node/2684756431,2684756431,node,cafe,Newari Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-30T07:45:03Z,1.0
node/2684757122,2684757122,node,cafe,Tandoori fast food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T06:20:53Z,1.0
node/2684757427,2684757427,node,cafe,momomiya darjeeling restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:23:27Z,1.0
node/2684761311,2684761311,node,cafe,Abishek khaja Ghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:18:12Z,1.0
node/2684763711,2684763711,node,cafe,Kathmandu Tea Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-14T11:34:23Z,1.0
node/2684764300,2684764300,node,cafe,New Tasty Khaja Ghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07T06:06:35Z,1.0
node/2684766528,2684766528,node,cafe,Chiya Pasal,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07T06:06:35Z,1.0
node/2684769795,2684769795,node,cafe,Bijukchhe Khaja Ghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-04T08:45:40Z,1.0
node/2684770259,2684770259,node,cafe,Manavog Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T07:22:54Z,1.0
node/2684803815,2684803815,node,cafe,the swkuwa and tass ghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T08:50:41Z,1.0
node/2684812788,2684812788,node,cafe,monu thapa khaja ghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:52:26Z,1.0
node/2684818080,2684818080,node,cafe,Common Cafe Sekuwa Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:55:09Z,1.0
node/2684818087,2684818087,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-28T12:58:10Z,1.0
node/2684818090,2684818090,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-05T05:47:27Z,1.0
node/2699906123,2699906123,node,cafe,Dhumbarahi vojanalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-03T13:44:54Z,1.0
node/2700730521,2700730521,node,cafe,Yaktumba De-Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-04T01:57:43Z,1.0
node/2702359050,2702359050,node,cafe,Kathmandu Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-05T10:42:58Z,1.0
node/2754314875,2754314875,node,cafe,Islington Canteen,,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-19T06:53:51Z,1.0
node/2785785596,2785785596,node,cafe,Julie's Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-12T16:20:17Z,1.0
node/2858843075,2858843075,node,cafe,S Cafe and Coffee Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14T20:12:40Z,1.0
node/2921800888,2921800888,node,cafe,Baked n fresh,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-06T04:27:49Z,1.0
node/2978585626,2978585626,node,cafe,Khawa Karpo Tasty Noodle Factory,,,,,"9808107638,9808646143",,,chinese,,sukkha chowmein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-14T03:21:42Z,1.0
node/2990731066,2990731066,node,cafe,New Chatterbox Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-14T03:21:42Z,1.0
node/3038281087,3038281087,node,cafe,Royal Food Cafe,,,wlan,Mo-Su 09:00-21:00,015524150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-19T02:40:59Z,1.0
node/3060871361,3060871361,node,cafe,Ofukuro No Aji,,,wlan,Mo-Su 10:00-21:00,,,,japanese,,,,,,Ofukaro No Aji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-06T09:14:04Z,1.0
node/3069572516,3069572516,node,cafe,Gautam Bakery,,,,,,,,"tea,_coffee",,,,,,,,,,Dhobidhara Marga,,,,,,,,,Kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-10T03:24:05Z,1.0
node/3072758224,3072758224,node,cafe,sekuwa corner,,,no,,,,limited,regional,,,,,,,,,separated,Golfutar Residential Road,,,,,,,,,kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-28T15:28:17Z,1.0
node/3072783382,3072783382,node,cafe,CS sekuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-14T05:21:14Z,1.0
node/3072786827,3072786827,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12T03:29:29Z,1.0
node/3074563847,3074563847,node,cafe,Cross Road Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T07:45:07Z,1.0
node/3074563855,3074563855,node,cafe,RK Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T07:45:07Z,1.0
node/3074569319,3074569319,node,cafe,Newaaz cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T08:06:56Z,1.0
node/3074585435,3074585435,node,cafe,Sagar Coke and Coffee Shop,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:28Z,1.0
node/3074604293,3074604293,node,cafe,Bridge Side Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T08:34:29Z,1.0
node/3074604294,3074604294,node,cafe,Cross Road Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T08:34:29Z,1.0
node/3074604300,3074604300,node,cafe,Motorway Sifal Chiya Pasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-16T04:55:44Z,1.0
node/3076357353,3076357353,node,cafe,Himalayan Java,,,,,,,,"coffee_,_pizza,_soft_drinks_and_many_more",,,,,,,,,,Dhobidhara Marga,,,,,,,,,Kathmandu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-14T08:33:56Z,1.0
node/3092671527,3092671527,node,cafe,Besmullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T10:59:15Z,1.0
node/3094285270,3094285270,node,cafe,Chilis Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-30T06:14:32Z,1.0
node/3144951825,3144951825,node,cafe,Stranger Cafe,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-23T05:04:18Z,1.0
node/3146940897,3146940897,node,cafe,Star Beans Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-24T06:31:18Z,1.0
node/3155909220,3155909220,node,cafe,Birgunj Parsa Sekuwa corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-28T08:13:21Z,1.0
node/3155930667,3155930667,node,cafe,Pappu Paratha Pasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-29T08:59:09Z,1.0
node/3164871676,3164871676,node,cafe,Coffee Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-18T08:42:47Z,1.0
node/3166814589,3166814589,node,cafe,Cafeteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-07T12:39:41Z,1.0
node/3170468328,3170468328,node,cafe,Newa House,,,,,,,no,,,,,,Local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-06T15:20:03Z,1.0
node/3188098274,3188098274,node,cafe,Revolution Cafe,,revolutioncafe01@gmail.com,wlan,,0977-1-4433630,,,,,,www.revocafenp.com,,,,,Krishni Parbat Giri,,Amrit Marg,,,,,,,,,Kathmandu,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-15T09:16:37Z,1.0
node/3188098276,3188098276,node,cafe,The Bakery Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-13T07:38:40Z,1.0
node/3221224948,3221224948,node,cafe,,,,no,,,,,Sweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-06T05:55:08Z,1.0
node/3221248085,3221248085,node,cafe,,,,,6:00-18:00,,,,"Tea,_light_shacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:50Z,1.0
node/3254956962,3254956962,node,cafe,Hari's Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-27T11:13:20Z,1.0
node/3254960088,3254960088,node,cafe,suman chatpatey shop,,,no,evening,,,,panipuri_chatpatey,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-27T11:16:59Z,1.0
node/3254965461,3254965461,node,cafe,MM cyber,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-27T11:22:58Z,1.0
node/3254986164,3254986164,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-27T11:38:18Z,1.0
node/3254988261,3254988261,node,cafe,BGanesh Maharan's cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-27T11:40:47Z,1.0
node/3280226571,3280226571,node,cafe,MM Cyber,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-10T11:56:21Z,1.0
