unique_id,osmid,element_type,name,shop,designation,phone,website,office,addr:city,addr:country,addr:postcode,addr:state,addr:street,source,email,fax,name:en,opening_hours,amenity,internet_access,contact:email,contact:fax,contact:mobile,contact:phone,contact:website,wheelchair,operator,building:level,fixme,addr:housenumber,building,url,addr:housename,int_name,name:es,name:fr,name:de,description,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,name:ja,start_date,payment:american_express,name:ru,facebook,toilets:wheelchair,payment:wire_transfer,tourism,name:it,brand,currency:EUR,currency:GBP,currency:USD,currency:others,ele,ref:vatin,name:hi,post_box,nodes,building:adjacency,building:age,building:condition,building:floor_type,building:gable_wall,building:geological_site,building:lateral:material,building:lateral:system,building:levels,building:levels:underground,building:overhang,building:roof_type,building:soft_storey,building:structure,building:typology,building:use,capacity:persons,floor:material:type,roof:material,roof:material:type,roof:shape,shape:elevation,shape:plan,timestamp,completeness_score
node/2684758103,2684758103,node,REX travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:14:55Z,1.0
node/2684759440,2684759440,node,Sales and Ticketing (yeti Airlines),travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-09T05:45:09Z,1.0
node/2684764741,2684764741,node,Faith me travels and tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T09:07:25Z,1.0
node/2684765814,2684765814,node,deep jyoti adventure travel and tours pvt ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07T06:06:35Z,1.0
node/2684776590,2684776590,node,Apple pie Expedetion inc. pvt.ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-22T09:35:37Z,1.0
node/2684817754,2684817754,node,Shrestha Consultant,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-07T09:20:00Z,1.0
node/2684818089,2684818089,node,,travel_agency,,,,,,,,,,,,,,,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-06T06:29:48Z,1.0
node/2684821233,2684821233,node,2 miles,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-16T09:42:24Z,1.0
node/2794842379,2794842379,node,Paaila Treks and Expedition Pvt Ltd,travel_agency,,014358801,http://paailatreks.com,,,,44600,,,,paailatreks@gmail.com,,,24/7,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-17T05:50:05Z,1.0
node/3039107974,3039107974,node,Skyline Treks & Expedition (P) Ltd.,travel_agency,,,,,,,,,,,,,,,,,"info@skylinetreks.com, skylinetreks@gmail.com",00977-1-4212738,00977-9851065082,"00977-1-4212737, 00977-1-4269197",http://skylinetreks.com.np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-24T11:45:29Z,1.0
node/3072759766,3072759766,node,ganga gangotri travel and tours pvt ltd.,travel_agency,,9851016693,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12T02:57:25Z,1.0
node/3074563848,3074563848,node,Dana Travels And Tours Pvt Ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T07:45:07Z,1.0
node/3074563858,3074563858,node,World Travel and Investment Pvt Ltd,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T07:45:07Z,1.0
node/3074569318,3074569318,node,My trip to Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T08:06:56Z,1.0
node/3074604291,3074604291,node,Advice travel and tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-13T08:34:29Z,1.0
node/3074604308,3074604308,node,Trip Land Travel and Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-16T04:55:44Z,1.0
node/3079591726,3079591726,node,Ace Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-16T04:35:13Z,1.0
node/3199964817,3199964817,node,Himalayan Scenery Treks and Expedition,travel_agency,,+9779851083619,,,Kathmandu,,44600,,Thamel Marg,,,,,,,,,,,,,,Ramkrishna Timalsina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-29T10:05:34Z,1.0
node/3242268149,3242268149,node,Natural Tours Pvt. Ltd.,travel_agency,,+977 1 4357415,www.naturaltoursnepal.com,,,,,,,,,,,,,,,,,,,,Gokul Kc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-19T08:55:26Z,1.0
node/3322949218,3322949218,node,Golden Travels,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3325051381,3325051381,node,Mega + Travel Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3325089023,3325089023,node,Kumari Tours & Travels,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3325289399,3325289399,node,Jolly Gorkha,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T11:16:53Z,1.0
node/3325289400,3325289400,node,Annapurna Travel,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T11:16:53Z,1.0
node/3325296791,3325296791,node,Alpine Travel Service,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T11:16:53Z,1.0
node/3331617433,3331617433,node,Alternative Destinations,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3331617435,3331617435,node,Blue Mountain,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-05T10:12:30Z,1.0
node/3331617448,3331617448,node,New Road,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3331617452,3331617452,node,Travel Route,travel_agency,,014440506,,,,,,,Tridevi Sadak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-16T03:23:08Z,1.0
node/3331617455,3331617455,node,ZenTravels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-13T07:38:40Z,1.0
node/3331703754,3331703754,node,Asian Heritage,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,not sure - same name for Gift Shop opposite Jyatha Street (but that 100% sure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T20:17:25Z,1.0
node/3331703756,3331703756,node,Great Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-05T11:41:33Z,1.0
node/3331703759,3331703759,node,Tibet Tour,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-05T11:41:33Z,1.0
node/3331703761,3331703761,node,Tin-Tin Trekking,travel_agency,,,http://www.tintintrekking.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-05T11:41:33Z,1.0
node/3341634376,3341634376,node,Confirm Travel & Tours,travel_agency,,,,travel_agent,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:03:27Z,1.0
node/3341689656,3341689656,node,Thomas Cook Travels,travel_agency,,,,travel_agent,,,,,,,,,,Mo-Fr 10:00-19:00; Su 10:00-11:00,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-03T22:17:50Z,1.0
node/3366665686,3366665686,node,Village Nepal,travel_agency,,4443222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:50Z,1.0
node/3395979558,3395979558,node,Aerocity Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:43:30Z,1.0
node/3395979565,3395979565,node,Kora Tours,travel_agency,,,www.koratour.com,,,,,,,,info@koratour.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:30Z,1.0
node/3395979566,3395979566,node,Lira Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-17T06:44:13Z,1.0
node/3410436920,3410436920,node,Golden Crown Tours & Adventure Pvt. Ltd.,travel_agency,,+977 01 4102770,http://www.gcrown.com.np,,Kathmandu,,00446,,"Singha Durbar East Gate, Anamnagar",,mailgoldencrown@gmail.com,,,09:00-18:00,,,,,,,,,Golden Crown Tours & Adventure Pvt. Ltd.,,,House No. 817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-16T22:33:24Z,1.0
node/3453166823,3453166823,node,Nepal Tours,travel_agency,,,,,Kathmandu,,00977,,Rani Devi Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-13T16:01:24Z,1.0
node/3476380387,3476380387,node,World Wide Travel,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T13:06:10Z,1.0
node/3476380389,3476380389,node,Yatri Tours,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T12:46:34Z,1.0
node/3476434367,3476434367,node,Nexus Travel,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T20:17:25Z,1.0
node/3477018007,3477018007,node,Amazing Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:53Z,1.0
node/3477018013,3477018013,node,Debonair,travel_agency,,9851002983,www.debonair.com.np,,,,,,Jyatha Street,,info@debonair.com.np,,,Su-Fr 10:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T03:50:20Z,1.0
node/3477018030,3477018030,node,Sunniva,travel_agency,,4250833,www.sunnivatravels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-25T18:52:54Z,1.0
node/3477018033,3477018033,node,Trekking in Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:36Z,1.0
node/3478158718,3478158718,node,Four Season Trekking,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26T07:40:49Z,1.0
node/3478158725,3478158725,node,Trijyoti,travel_agency,,,,,,,,,,,,,,,,,trijyotitrvls@gmail.com,,,4218171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:43Z,1.0
node/3479423303,3479423303,node,Rainbow Travel and Tours,travel_agency,,,http://www.rainbow-travels.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-29T23:17:31Z,1.0
node/3479503198,3479503198,node,Amazon,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3479503199,3479503199,node,City Dental,travel_agency,,,,,,,,,,,,,,,,,ctmsdent@gmail.com,,,4-222441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T18:50:31Z,1.0
node/3479503207,3479503207,node,Shives Travel and Tour,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-26T18:25:55Z,1.0
node/3482195806,3482195806,node,Alpine Asian Treks & Expeditions,travel_agency,,,https://trektournepal.com/,,,,,,,,,,,,,,,,,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27T21:26:03Z,1.0
node/3482195816,3482195816,node,Destination Buddha,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3482195825,3482195825,node,Manakamana,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3482195828,3482195828,node,Nepal Tours Destination,travel_agency,,,http://www.nepaltoursdestination.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3482195831,3482195831,node,New York,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:23Z,1.0
node/3482195835,3482195835,node,Ramdung,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:24Z,1.0
node/3482195838,3482195838,node,Temple City,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:24Z,1.0
node/3482195839,3482195839,node,Trips Out,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:24Z,1.0
node/3482195842,3482195842,node,Well Adventure,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27T18:48:24Z,1.0
node/3488413712,3488413712,node,ACME,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:39Z,1.0
node/3488413716,3488413716,node,Earth Line,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-16T14:03:36Z,1.0
node/3488413723,3488413723,node,Kerung,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:40Z,1.0
node/3488413733,3488413733,node,Rose Mountain,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:41Z,1.0
node/3488413734,3488413734,node,Rosha,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:41Z,1.0
node/3488413740,3488413740,node,Tawache,travel_agency,,,,,,,,,,,,,,,,,tawache@mail.com.np,,,4-267013,www.adventuretawache.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T09:13:41Z,1.0
node/3488413744,3488413744,node,World Express,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30T13:27:12Z,1.0
node/3491198833,3491198833,node,Jusfa,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T14:29:34Z,1.0
node/3491198834,3491198834,node,Lama Parivar Himalayan Treks,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3491198835,3491198835,node,Masti Nepal Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3491198840,3491198840,node,Open Heart,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T19:05:41Z,1.0
node/3491836057,3491836057,node,Destination Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T20:17:24Z,1.0
node/3491836062,3491836062,node,Loyal Travels,travel_agency,,,www.loyaltravel.com.np,,,,,,,,,,,,,,loyaltt@mos.com.np,,,061-464897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3491836065,3491836065,node,Nepal Environmental,travel_agency,,+9779851031532,,,,,,,Jyatha Street,,envtrek@wlink.com.np,,Nepal Environmental Treks & Expedition,Mo-Su 08:00-20:00,,,,,,,http://www.gotonepal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-11T15:04:58Z,1.0
node/3491836075,3491836075,node,World Favour,travel_agency,,,,,,,,,,,,,,,,,,,,+977-1-4250709,www.worldfavtours.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-01T20:17:24Z,1.0
node/3506712469,3506712469,node,Forever Trekking,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:34Z,1.0
node/3506712473,3506712473,node,Joy Travel,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506712476,3506712476,node,Kathmandu Lhasa,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506712477,3506712477,node,Liberty Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506712485,3506712485,node,Rainbow Mountain Treks,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T10:37:35Z,1.0
node/3506878010,3506878010,node,Flight Connection,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:56Z,1.0
node/3506878012,3506878012,node,Highland Travels,travel_agency,,,,,,,,,,,,,,,,,,,,4253352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878015,3506878015,node,Imperial Falcon,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878017,3506878017,node,Lion Nepal,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878019,3506878019,node,Maitri,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878021,3506878021,node,Nepal Treks,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878023,3506878023,node,Sherpa Brothers,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3506878026,3506878026,node,Visa Travels,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-09T13:06:57Z,1.0
node/3508175143,3508175143,node,Annapurna Holiday Planner,travel_agency,,,,,,,,,,,,,,,,,,,,,www.annapurnaregiontrekking.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T08:31:17Z,1.0
node/3508175153,3508175153,node,Green Hiker,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T08:31:17Z,1.0
node/3508175162,3508175162,node,Lucky Journey,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T08:31:17Z,1.0
node/3509030391,3509030391,node,Nepal Tourist Service,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T11:16:53Z,1.0
node/3509034494,3509034494,node,Shambala,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-10T19:44:35Z,1.0
node/3509034496,3509034496,node,Suruchi,travel_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11T12:46:34Z,1.0
