unique_id,osmid,element_type,name,tourism,comment,contact:email,contact:phone,contact:website,website,wheelchair,designation,phone,source,internet_access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,contact:phone:2,opening_hours,short_name,operator,email,name:en,name:ru,note,toilets:wheelchair,description,smoking,name:he,wlan,internet_access:fee,name:zh,rooms,name:de,name:it,name:hi,name:fr,name:ja,name:es,guest_house,nodes,building,stars,building:adjacency,building:age,building:condition,building:geological_site,building:lateral:material,building:lateral:system,building:levels,building:levels:underground,capacity:persons,fixme,roof:material,roof:shape,amenity,Household Code,Household Info By,addr:housename,addr:suburb,beds,name:new,internet_access:ssid,addr:tole,facility,timestamp,completeness_score
node/4565847790,4565847790,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,kings kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-21T23:35:32Z,1.0
node/4596454389,4596454389,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Lali Gurash Guest House & Traders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-29T09:27:52Z,1.0
node/4620330891,4620330891,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,"Krishna Niwas, Shantinagar Anigumba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-20T09:43:01Z,1.0
node/4631686497,4631686497,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Guard house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-25T09:15:11Z,1.0
node/4659334995,4659334995,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,A-one Gandaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-03T12:00:23Z,1.0
node/4659337193,4659337193,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Anupama guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-23T04:28:08Z,1.0
node/4663324396,4663324396,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Green Mandala Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-04T14:45:59Z,1.0
node/4675813289,4675813289,node,,guest_house,,,,,,,,,,,,,,,,bharwacho,,,,,,Namaste Nepal Guest House & Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-09T02:54:12Z,1.0
node/4711181289,4711181289,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Banepa Stay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-01T06:53:38Z,1.0
node/4717620991,4717620991,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-05T04:52:41Z,1.0
node/4733827121,4733827121,node,,guest_house,,,,,http://www.sunnyguesthousenepal.com,,,01-6616094,,wlan,,,,44800,,Taumadhi,,24/7,,Keepa Prajapati,guesthousesunny@yahoo.com,Sunny Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14T09:44:14Z,1.0
node/4739116422,4739116422,node,,guest_house,,,,,http://www.sherpahomeswoyambhu.com,,,0097714289174,,wlan,,,578,,,Adikabi Marg,,24/7,,Sherpa Familie,sherpa.home.swoyambhu@gmail.com,Sherpa Home Stay Swoyambhu,,,,,,,,,,,Sherpa Gästehaus Swoyambhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-17T03:25:01Z,1.0
node/4741955818,4741955818,node,Lodge,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-18T19:30:25Z,1.0
node/4742507454,4742507454,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,BJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-19T06:21:04Z,1.0
node/4745088823,4745088823,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-20T13:55:44Z,1.0
node/4749912128,4749912128,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Royal Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23T00:28:29Z,1.0
node/4749912129,4749912129,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Love Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23T00:28:32Z,1.0
node/4754046123,4754046123,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Cozy Corner Guesthouse,,,,,,,,,,,,Cozy Corner Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-25T07:47:17Z,1.0
node/4754155223,4754155223,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Mountain Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-25T09:46:15Z,1.0
node/4754536322,4754536322,node,,guest_house,,,,,,,,,,,,,15,,,Lambagar,,,,,,My room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-25T13:32:02Z,1.0
node/4755616171,4755616171,node,,guest_house,,,,,,,,985-1017030,,,,,,,,gaa hiti road,,,,,,De Hotel Veda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-26T01:39:10Z,1.0
node/4757257423,4757257423,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Lumbini Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-27T03:47:12Z,1.0
node/4759447160,4759447160,node,,guest_house,,,,,,,,9843298100,,,,,,,,,,,,,,Nagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-28T10:09:48Z,1.0
node/4773973421,4773973421,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Om Himalayan Stupa Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-10T10:08:23Z,1.0
node/4803257621,4803257621,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,The nepali hive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-19T08:25:06Z,1.0
node/4811562523,4811562523,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Shangrila lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-23T14:25:33Z,1.0
node/4830851621,4830851621,node,,guest_house,,,,,,,,014253844,,wlan,,,,,,Ganabaha Marg,,24/7,,,,National guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-27T06:07:40Z,1.0
node/4850980321,4850980321,node,Gracemandu Guest House,guest_house,,,,,http://www.gracemandu.com,,,01 5530182,,wlan,Bhanimanal,,,44600,,"Bhanimandal, Lalitpur, Kathmandu",,,,,gracemanduhouse@gmail.com,Gracemandu Guest House,,,,,,,,yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-19T05:59:50Z,1.0
node/4858673423,4858673423,node,,guest_house,,,,,http://www.facebook.com/sammunatnepal,,,+9779813847426,,,,,,,,"Chilaune, Okhreni Route.",,Mo-Su 09:00-18:00,,Meghsha Karki,infosammunat@gmail.com,Sammunat Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-19T02:59:58Z,1.0
node/4860837921,4860837921,node,,guest_house,,,,,,,,,,,,,,,,Tilganga Marg,,,,,,Shambu Marga c2 area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-18T01:17:00Z,1.0
node/4865414321,4865414321,node,,guest_house,,,,,,,,014365940,,wlan,,,,,,,,,,,,Naulo junkiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-20T01:31:24Z,1.0
node/4881699421,4881699421,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Om Ghale Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-28T14:54:50Z,1.0
node/4888287622,4888287622,node,,guest_house,,,,,,,,,,,,,,,,Tikathali-Lokanthali Road,,,,,,GAUTAM GUEST HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-31T18:38:09Z,1.0
node/4890812622,4890812622,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Om Ghale Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-02T01:35:10Z,1.0
node/4940224423,4940224423,node,,guest_house,,,,,,,,,,,,,2,,,Susangam Marg,,,,,,Sunoj Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-28T11:17:52Z,1.0
node/4947416421,4947416421,node,,guest_house,,,,,http://www.dhunkharkahomestay.com,,,+9779841072631,,wlan,,,,45200,,Panauti-Dhungkharka Road,,24/7,,Kiran Basnet,contact@dhunkharkahomestay.com,Dhunkharka Homestay,,,,,,,,,,,,,ढुन्खर्क होमइस्टे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-02T18:17:55Z,1.0
node/4960167521,4960167521,node,,guest_house,,,,,http://www.dhunkharkahomestay.com,,,+9779841072631,,wlan,,,,45206,,Batase Danda,,24/7,,Kiran Basnet,contact@dhunkharkahimestay.com,Dhunkharka Homestay,,,,,,,,,,,,,ढुङ्गर्खक होमईस्टे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-19T19:02:09Z,1.0
node/4985329430,4985329430,node,,guest_house,,,,,,,,,,wlan,,,,22644,,chapali road,,,,tabin,rudima.tabin@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-21T17:22:56Z,1.0
node/4990566921,4990566921,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-24T16:26:05Z,1.0
node/5010420925,5010420925,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Asha guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-03T00:46:35Z,1.0
node/5012644321,5012644321,node,,guest_house,,,,,,,,,,,,,,,,Thapagaun Marga,,,,,,Shree Niwas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-03T18:52:20Z,1.0
node/5040409121,5040409121,node,,guest_house,,,,,,,,+9779849722253,,,,,,,,Gapali,,,,,prajoltamakhu@gmail.com,My home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-17T07:03:26Z,1.0
node/5040811922,5040811922,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-17T10:28:10Z,1.0
node/5045722021,5045722021,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Nepali Hive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-20T06:19:49Z,1.0
node/5153340324,5153340324,node,,guest_house,,,,,,,,9843703363,,,,,002,00977,,gothatar,,,,Rajesh Nepal,,Land owner : Rajesh Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-07T11:26:47Z,1.0
node/5172161221,5172161221,node,,guest_house,,,,,,,,,,wlan,,,,,,Mitranagar Marg,,,,Krishna Shrestha,,Hotel Sampurna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-17T00:58:10Z,1.0
node/5209550622,5209550622,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Eco 2000 Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-04T05:06:46Z,1.0
node/5221250421,5221250421,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-10T10:06:57Z,1.0
node/5222562121,5222562121,node,,guest_house,,,,,http://purevisionsorig.org/the-healing-center.html,,,+9779808089153,,wlan,,,,,,,,,,,info@purevisionsorig.org,The Pure Vision Sorig Healing Center,Центр доктора Шераба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11T02:48:55Z,1.0
node/5222735822,5222735822,node,,guest_house,,,,,http://dralaresrt.com,,,+9779741433819,,,,,,,,,,,,,drala.resorts@gmail.com,Drala Resort Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-11T07:55:32Z,1.0
node/5227714521,5227714521,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-14T07:18:56Z,1.0
node/5227840223,5227840223,node,,guest_house,,,,,,,,,,wlan,,,,011 0977,,devisthan,,,,,,Krishna bhojanayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-14T09:04:39Z,1.0
node/5228573923,5228573923,node,,guest_house,,,,,,,,,,,,,,,,Lekhnath Sadak,,,,,,Valley Tourist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-14T17:18:55Z,1.0
node/5232224621,5232224621,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Lavee Residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-16T08:04:12Z,1.0
node/5234829921,5234829921,node,Gautam Residence,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-24T14:16:06Z,1.0
node/5253442522,5253442522,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Guest House,Раиса гестхауз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-29T05:47:11Z,1.0
node/5257511421,5257511421,node,,guest_house,,,,,,,,977-9841-787136,,wlan,,,,,,,,,,,healingecofarm@gmail.com,Sister’s homestay,,,,,,,,,,,,,,Sister’s homestay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-01T11:23:29Z,1.0
node/5259042123,5259042123,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Hotel Yala peak,,,,,,,,,,,,,,,ホテル ヤラ ピーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-02T04:03:55Z,1.0
node/5314807721,5314807721,node,,guest_house,,,,,,,,9841319131,,wlan,,,,,,Mankamana Marg,,24/7,,Baburam Karki,karkibabu@hotmail.com,Subi Homestay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01T14:32:22Z,1.0
node/5341416021,5341416021,node,,guest_house,,,,,,,,,,wlan,,,,,,kadaghari,,,,,,Bal krishna Nagarkoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-15T19:28:51Z,1.0
node/5356244027,5356244027,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Tirtha ram Khadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-23T08:39:59Z,1.0
node/5369939821,5369939821,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Lotus Guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-29T09:43:55Z,1.0
node/5375650821,5375650821,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,kathmandu villiage house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-31T15:38:30Z,1.0
node/5419608024,5419608024,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,nakarmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18T07:12:31Z,1.0
node/5468790321,5468790321,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-10T08:51:39Z,1.0
node/5470159121,5470159121,node,,guest_house,,,,,http://www.balthaliguesthouse.com.np,,,9851106360,,wlan,,,,,,,,,,,balthaliguesthouse@gmail.com,Balthali Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-11T02:06:46Z,1.0
node/5470209222,5470209222,node,,guest_house,,,,,,,,014362038,,wlan,,,,,,,,,,,sunmaiguesthouse@yahoo.com,Sunmai Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-19T02:52:22Z,1.0
node/5487575821,5487575821,node,,guest_house,,,,,,,,9841243750,,,,,,,,,,,,,,raju khatri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-19T01:33:06Z,1.0
node/5493717624,5493717624,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Nepali home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-21T13:12:00Z,1.0
node/5512993121,5512993121,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Right way hotel and restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-29T05:34:11Z,1.0
node/5528554422,5528554422,node,,guest_house,,,,,,,,,,wlan,,,,,,kwachhen,,,,Rajesh phaisikawa,,mandala guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-04T16:44:59Z,1.0
node/5528554621,5528554621,node,,guest_house,,,,,,,,9851035063,,wlan,,,,,,kwachhen,,24/7,,Manoj kayastha,,tashidelek guest house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-04T16:44:58Z,1.0
node/5568194822,5568194822,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Bandana house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-21T05:56:30Z,1.0
node/5572719478,5572719478,node,BnB Royal Tourist House,guest_house,,,,,,,,,,yes,Kathmandu,,,,,Phulbari street,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-23T06:05:31Z,1.0
node/5583721022,5583721022,node,,guest_house,,,,,,,,,,wlan,,,,,,Bhagwan Bahal Marga,,24/7,,,,Hotel Earth House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-28T05:42:52Z,1.0
node/5587392022,5587392022,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Homestay makmaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-30T04:30:27Z,1.0
node/5587778528,5587778528,node,,guest_house,,,,,,,,+9779849269604,,,,,,,,,,,,Dhana Bahadur Tamang,,Homestay 12,,,,,,בית אירוח 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02T05:39:29Z,1.0
node/5591549124,5591549124,node,,guest_house,,,,,,,,+9779803965475,,,,,,,,,,24/7,,karma Yonjan,,Homestay 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02T05:36:52Z,1.0
node/5591549521,5591549521,node,,guest_house,,,,,,,,+9779840209482,,,,,,,,,,,,Bir Bahadur Tamang,,Homestay 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02T05:37:38Z,1.0
node/5591551421,5591551421,node,,guest_house,,,,,,,,+9779841005208,,,,,,,,,,,,,,Homestay 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02T05:39:35Z,1.0
node/5592628822,5592628822,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Monkey Temple Home stay Real Position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-23T05:45:22Z,1.0
node/5621537322,5621537322,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Makmaley homestay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-16T08:35:44Z,1.0
node/5623525223,5623525223,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Homestay 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T04:41:25Z,1.0
node/5623525224,5623525224,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Homestay 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T04:41:27Z,1.0
node/5623525226,5623525226,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Bethanchowk Village Community Homestay 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T04:41:35Z,1.0
node/5623525321,5623525321,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Homestay 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T04:41:17Z,1.0
node/5623525324,5623525324,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Homestay 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T04:41:29Z,1.0
node/5624709022,5624709022,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,NPL Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-17T14:39:26Z,1.0
node/5659888421,5659888421,node,,guest_house,,,,,,,,9851222592,,,,,,,,,,,,,,Jaga tauda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-03T04:07:06Z,1.0
node/5665157021,5665157021,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-05T01:45:21Z,1.0
node/5665193287,5665193287,node,,guest_house,,,,,http://nepalihomestay.com,,,+97715090556,,,,,,,,Mahankal chok,,24/7,,Uma Dawadi,umathapaliya1984@gmail.com,Home Stay Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-05T02:38:50Z,1.0
node/5681645321,5681645321,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Arjun Maharjan (House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-11T09:29:35Z,1.0
node/5682475921,5682475921,node,,guest_house,,,,,,,,986007923,,,,,,00977,,Bhardeu Street,,Mo-Su 08:00-21:30,,Sambhu Mokhtan,,Bhardeu View Mini Resort &Homestay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-11T14:46:59Z,1.0
node/5729693521,5729693521,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Sandeep room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-30T07:33:25Z,1.0
node/5752049825,5752049825,node,,guest_house,,,,,,,,,,,,,,,,Imadol - Tikathali,,,,,,sunil dai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-10T15:32:40Z,1.0
node/5776329453,5776329453,node,,guest_house,,,,,,,,,,wlan,,,,45600,,Balkumari-Balkot road,,24/7,,,,Rajeshh Rent's Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-22T05:25:57Z,1.0
node/5794798853,5794798853,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,my house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-07-30T02:17:40Z,1.0
node/5821670754,5821670754,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,NCIT GuestHouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-29T05:37:19Z,1.0
node/5862679685,5862679685,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Gulmi shikhar guest house..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-28T05:43:07Z,1.0
node/5873142387,5873142387,node,,guest_house,,,,,,,,,,wlan,,,,,,,,24/7,,Pashupati Khatri,pashupati81@gmail.com,Khatri House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01T13:29:16Z,1.0
node/5875447585,5875447585,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Mohan House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-27T05:40:43Z,1.0
node/5875629086,5875629086,node,,guest_house,,,,,,,,,,wlan,,,,,,,,24/7,,Pashupati Khatri,pashupati81@gmail.com,Khatri Niwas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-02T13:18:33Z,1.0
node/5912189085,5912189085,node,,guest_house,,,,,http://www.anupsguesthouse.com,,,9849552764,,wlan,,,,,,,,24/7,,Anup,anupkc9000@gmail.com,Anup Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-17T16:38:22Z,1.0
node/6021113418,6021113418,node,Divine Guest House,guest_house,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-29T03:38:28Z,1.0
node/6022425297,6022425297,node,,guest_house,,,,,http://greenlionnepal.com/,,,,,,,,,,,,,,,,,The Green Lion Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-30T12:33:20Z,1.0
node/6052624185,6052624185,node,,guest_house,,,,,,,,015540575,,wlan,,,,,,,,,,,mhg@mos.com.np,Mahabuddha Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-11T12:24:51Z,1.0
node/6064050785,6064050785,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Narayani Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-15T16:04:31Z,1.0
node/6064801285,6064801285,node,,guest_house,,,,,,,,,,,,,,,,,,,,,,Everest Guest House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-15T21:58:18Z,1.0
node/6077927887,6077927887,node,,guest_house,,,,,,,,,,,,,,,,Gaggle,,,,Charlie Baba,,5EOB Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-21T03:43:01Z,1.0
node/6109137186,6109137186,node,,guest_house,,,,,,,,,,wlan,,,,,,,,,,,,Langtang View Nagarkot Bed & Breakfast,,,,,,,,,,,Langtang View Nagarkot Bed & Breakfast,,,Langtang View Nagarkot Bed & Breakfast,,Langtang View Nagarkot Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-22T06:29:34Z,1.0
